transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,is_anomaly_amount,is_anomaly_score,is_anomaly,year,month,quarter,weekday,montant_eur_verifie,montant_eur_diff,montant_eur_flag,categorie_risque
txn001294,cli0065,2024-03-16 00:04:00,607.34,MAD,10.85,55.98,prelevement,credit auto,bordeaux-meriadeck,Credit,Complete,660.0,Standard,49543.6,0.0,0,0,0,2024,3,1,5,55.97603686635945,0.003963133640546346,False,Medium
txn001804,cli0068,2024-05-01 07:00:00,490.66,EUR,1.0,490.66,prelevement,pea,lyon-part-dieu,Credit,En attente,605.0,Standard,2457.44,0.0,0,0,0,2024,5,2,2,490.66,0.0,False,Medium
txn001014,cli0071,2022-01-06 07:13:00,319.45,EUR,1.0,319.45,interets,credit immobilier,paris-centre,Credit,Complete,797.0,Premium,23825.65,0.0,0,0,0,2022,1,1,3,319.45,0.0,False,Low
txn001975,cli0034,2024-10-24 17:15:00,-2139.18,MAD,10.85,-197.16,depot especes,pea,bordeaux-meriadeck,Debit,Complete,457.0,Risque,27031.06,0.0,0,0,0,2024,10,4,3,-197.1594470046083,-0.0005529953917005059,False,High
txn001147,cli0068,2023-10-22 23:25:00,2272.29,EUR,1.0,2272.29,depot especes,credit immobilier,lyon-part-dieu,Credit,Complete,643.0,Standard,42846.65,0.0,0,0,0,2023,10,4,6,2272.29,0.0,False,Medium
txn001718,cli0055,2024-10-14 11:51:00,-1641.93,EUR,1.0,-1641.93,virement international,compte courant,bordeaux-meriadeck,Debit,Complete,703.0,Standard,1006.19,0.0,0,0,0,2024,10,4,0,-1641.93,0.0,False,Low
txn000708,cli0024,2024-07-23 11:44:00,424.47,EUR,1.0,424.47,paiement cb,compte epargne,bordeaux-meriadeck,Credit,Complete,592.0,Standard,40518.24,0.0,0,0,0,2024,7,3,1,424.47,0.0,False,Medium
txn001235,cli0050,2024-02-10 13:44:00,-412.92,EUR,1.0,-412.92,paiement cb,assurance vie,lyon-part-dieu,Debit,Complete,666.0,Standard,14875.56,0.0,0,0,0,2024,2,1,5,-412.92,0.0,False,Medium
txn001035,cli0042,2022-02-14 14:51:00,1869.01,EUR,1.0,1869.01,interets,compte epargne,bordeaux-meriadeck,Credit,Complete,638.0,Standard,23731.25,0.0,0,0,0,2022,2,1,0,1869.01,0.0,False,Medium
txn001351,cli0149,2022-01-09 16:14:00,39.46,EUR,1.0,39.46,paiement cb,credit auto,nice-massena,Credit,Complete,575.0,Risque,212.3,0.0,0,0,0,2022,1,1,6,39.46,0.0,False,High
txn000366,cli0133,2023-09-07 08:35:00,-6896.32,USD,1.08,-6385.48,virement international,livret a,lille-grand-place,Debit,Complete,677.0,Standard,3095.82,0.0,1,0,1,2023,9,3,3,-6385.481481481481,0.0014814814812780241,False,Medium
txn000709,cli0045,2024-06-03 14:24:00,-2736.96,EUR,1.0,-2736.96,remboursement credit,livret a,bordeaux-meriadeck,Debit,Complete,704.0,Standard,47289.8,0.0,0,0,0,2024,6,2,0,-2736.96,0.0,False,Low
txn001952,cli0021,2024-07-01 01:56:00,-1060.18,CHF,0.97,-1092.97,remboursement credit,compte courant,bordeaux-meriadeck,Debit,Complete,697.0,Standard,9994.4,0.0,0,0,0,2024,7,3,0,-1092.9690721649486,-0.000927835051470538,False,Medium
txn001638,cli0013,2024-07-01 14:59:00,-2358.26,EUR,1.0,-2358.26,virement international,pea,toulouse-capitole,Debit,Complete,351.0,Risque,16844.62,0.0,0,1,1,2024,7,3,0,-2358.26,0.0,False,High
txn001040,cli0053,2023-05-17 04:43:00,1688.28,EUR,1.0,1688.28,remboursement credit,compte courant,paris-centre,Credit,Complete,605.0,Standard,17301.12,0.0,0,0,0,2023,5,2,2,1688.28,0.0,False,Medium
txn000908,cli0125,2022-01-28 11:19:00,360.88,EUR,1.0,360.88,paiement cb,credit auto,lille-grand-place,Credit,Complete,810.0,Premium,34320.63,0.0,0,0,0,2022,1,1,4,360.88,0.0,False,Low
txn000850,cli0024,2024-12-31 14:06:00,869.42,EUR,1.0,869.42,virement international,compte epargne,lyon-part-dieu,Credit,Complete,592.0,Standard,10053.6,0.0,0,0,0,2024,12,4,1,869.42,0.0,False,Medium
txn001653,cli0074,2024-02-07 07:01:00,-21.33,EUR,1.0,-21.33,paiement cb,compte epargne,nantes-commerce,Debit,Complete,633.0,Standard,42340.91,0.0,0,0,0,2024,2,1,2,-21.33,0.0,False,Medium
txn000575,cli0050,2023-09-28 14:31:00,-1701.48,EUR,1.0,-1701.48,virement,compte courant,lyon-part-dieu,Debit,Complete,666.0,Standard,13708.33,0.0,0,0,0,2023,9,3,3,-1701.48,0.0,False,Medium
txn001259,cli0121,2024-01-31 23:35:00,-1645.26,EUR,1.0,-1645.26,depot especes,pea,marseille-vieux-port,Debit,Complete,818.0,Premium,29052.57,0.0,0,0,0,2024,1,1,2,-1645.26,0.0,False,Low
txn000946,cli0051,2022-02-07 17:30:00,203.81,USD,1.08,188.71,remboursement credit,credit immobilier,marseille-vieux-port,Credit,Complete,834.0,Premium,21399.0,0.0,0,0,0,2022,2,1,0,188.71296296296296,-0.0029629629629539522,False,Low
txn000483,cli0062,2023-01-04 10:35:00,-25.08,EUR,1.0,-25.08,retrait dab,livret a,toulouse-capitole,Debit,Complete,640.0,Standard,4975.17,0.0,0,0,0,2023,1,1,2,-25.08,0.0,False,Medium
txn000547,cli0054,2024-05-20 22:48:00,-2362.89,MAD,10.85,-217.78,depot especes,credit auto,bordeaux-meriadeck,Debit,Complete,347.0,Risque,2221.6,0.0,0,1,1,2024,5,2,0,-217.7778801843318,-0.0021198156682089575,False,High
txn001815,cli0018,2022-10-21 20:29:00,-1509.23,EUR,1.0,-1509.23,interets,assurance vie,bordeaux-meriadeck,Debit,Complete,328.0,Risque,27324.33,0.0,0,1,1,2022,10,4,4,-1509.23,0.0,False,High
txn001321,cli0132,2024-09-08 02:22:00,-1027.78,EUR,1.0,-1027.78,interets,credit immobilier,bordeaux-meriadeck,Debit,Complete,663.0,Standard,5155.01,0.0,0,0,0,2024,9,3,6,-1027.78,0.0,False,Medium
txn000235,cli0135,2023-02-17 04:21:00,2164.97,EUR,1.0,2164.97,interets,pea,nantes-commerce,Credit,Complete,593.0,Standard,7470.83,0.0,0,0,0,2023,2,1,4,2164.97,0.0,False,Medium
txn001270,cli0138,2023-12-20 21:31:00,-2984.18,EUR,1.0,-2984.18,prelevement,credit auto,bordeaux-meriadeck,Debit,Complete,749.0,Premium,4432.75,0.0,0,0,0,2023,12,4,2,-2984.18,0.0,False,Low
txn000132,cli0067,2022-05-08 21:07:00,-3830.08,USD,1.08,-3546.37,virement international,assurance vie,paris-centre,Debit,Complete,337.0,Risque,31971.7,0.0,0,1,1,2022,5,2,6,-3546.37037037037,0.00037037037009213236,False,High
txn001111,cli0091,2024-06-19 03:53:00,-2846.64,EUR,1.0,-2846.64,virement,credit consommation,nantes-commerce,Debit,Complete,442.0,Risque,22395.94,0.0,0,0,0,2024,6,2,2,-2846.64,0.0,False,High
txn000225,cli0116,2022-07-28 04:07:00,25.74,EUR,1.0,25.74,retrait dab,credit consommation,nice-massena,Credit,Complete,620.0,Standard,41201.3,0.0,0,0,0,2022,7,3,3,25.74,0.0,False,Medium
txn000063,cli0091,2022-03-28 13:01:00,-1406.28,EUR,1.0,-1406.28,prelevement,pea,nantes-commerce,Debit,Complete,442.0,Risque,28712.64,0.0,0,0,0,2022,3,1,0,-1406.28,0.0,False,High
txn000102,cli0019,2024-11-25 11:08:00,2639.98,EUR,1.0,2639.98,interets,credit immobilier,lille-grand-place,Credit,Complete,505.0,Risque,6538.74,0.0,0,0,0,2024,11,4,0,2639.98,0.0,False,High
txn001813,cli0084,2023-04-20 17:14:00,-971.99,EUR,1.0,-971.99,depot especes,livret a,marseille-vieux-port,Debit,Rejete,684.0,Standard,14444.75,0.0,0,0,0,2023,4,2,3,-971.99,0.0,False,Medium
txn000363,cli0093,2023-06-23 07:17:03,246.25,EUR,1.0,246.25,paiement cb,pea,marseille-vieux-port,Credit,Complete,786.0,Premium,21254.75,0.0,0,0,0,2023,6,2,4,246.25,0.0,False,Low
txn001504,cli0047,2023-10-20 08:47:00,7791.71,EUR,1.0,7791.71,virement international,assurance vie,lyon-part-dieu,Credit,Complete,397.0,Risque,19007.59,0.0,1,1,1,2023,10,4,4,7791.71,0.0,False,High
txn000301,cli0064,2023-12-04 09:28:00,-406.3,EUR,1.0,-406.3,paiement cb,assurance vie,lille-grand-place,Debit,Complete,800.0,Premium,27435.52,0.0,0,0,0,2023,12,4,0,-406.3,0.0,False,Low
txn000484,cli0027,2023-08-04 08:12:03,150.42,EUR,1.0,150.42,interets,compte courant,lyon-part-dieu,Credit,En attente,305.0,Risque,32864.62,0.0,0,1,1,2023,8,3,4,150.42,0.0,False,High
txn000261,cli0142,2023-06-14 23:53:00,-5573.03,EUR,1.0,-5573.03,virement international,compte epargne,toulouse-capitole,Debit,Complete,676.0,Standard,42705.68,0.0,1,0,1,2023,6,2,2,-5573.03,0.0,False,Medium
txn001954,cli0145,2024-06-06 07:58:00,-286.5,USD,1.08,-265.28,paiement cb,compte courant,bordeaux-meriadeck,Debit,Complete,674.0,Standard,37835.98,0.0,0,0,0,2024,6,2,3,-265.27777777777777,-0.0022222222222012533,False,Medium
txn001140,cli0127,2022-08-04 08:53:00,-2185.95,EUR,1.0,-2185.95,remboursement credit,assurance vie,nice-massena,Debit,Complete,691.0,Standard,16508.6,0.0,0,0,0,2022,8,3,3,-2185.95,0.0,False,Medium
txn000288,cli0041,2024-09-15 18:43:00,1342.58,EUR,1.0,1342.58,prelevement,pea,bordeaux-meriadeck,Credit,Complete,643.0,Standard,43142.53,0.0,0,0,0,2024,9,3,6,1342.58,0.0,False,Medium
txn000739,cli0054,2022-01-14 05:52:00,-1500.58,USD,1.08,-1389.43,remboursement credit,compte epargne,bordeaux-meriadeck,Debit,Complete,347.0,Risque,32760.61,0.0,0,1,1,2022,1,1,4,-1389.4259259259259,-0.0040740740741966874,False,High
txn001976,cli0029,2022-01-16 09:49:00,-1651.06,USD,1.08,-1528.76,depot especes,compte epargne,paris-centre,Debit,Complete,696.0,Standard,19171.97,0.0,0,0,0,2022,1,1,6,-1528.7592592592591,-0.0007407407408663857,False,Medium
txn001915,cli0128,2024-08-13 20:35:00,1274.08,EUR,1.0,1274.08,prelevement,livret a,marseille-vieux-port,Credit,En attente,683.0,Standard,37907.75,0.0,0,0,0,2024,8,3,1,1274.08,0.0,False,Medium
txn001679,cli0111,2023-09-20 19:49:00,-606.27,MAD,10.85,-55.88,remboursement credit,compte epargne,paris-centre,Debit,Complete,643.0,Standard,15184.81,0.0,0,0,0,2023,9,3,2,-55.87741935483871,-0.002580645161295081,False,Medium
txn000922,cli0086,2024-09-13 22:21:00,-2599.73,GBP,0.86,-3022.94,prelevement,compte courant,toulouse-capitole,Debit,Complete,805.0,Premium,25861.58,0.0,0,0,0,2024,9,3,4,-3022.9418604651164,0.0018604651163514063,False,Low
txn000833,cli0036,2023-11-22 14:50:00,-329.53,EUR,1.0,-329.53,paiement cb,livret a,marseille-vieux-port,Debit,Complete,572.0,Risque,44069.74,0.0,0,0,0,2023,11,4,2,-329.53,0.0,False,High
txn001625,cli0118,2022-10-06 08:54:00,2600.32,EUR,1.0,2600.32,depot especes,credit immobilier,lille-grand-place,Credit,En attente,643.0,Standard,30590.22,0.0,0,0,0,2022,10,4,3,2600.32,0.0,False,Medium
txn001647,cli0094,2022-05-15 01:00:00,-2948.57,CHF,0.97,-3039.76,virement,credit consommation,paris-centre,Debit,Rejete,435.0,Risque,38665.78,0.0,0,0,0,2022,5,2,6,-3039.762886597938,0.002886597937958868,False,High
txn000412,cli0022,2023-05-13 19:59:00,485.65,USD,1.08,449.68,prelevement,assurance vie,toulouse-capitole,Credit,Complete,787.0,Premium,34720.38,0.0,0,0,0,2023,5,2,5,449.67592592592587,0.004074074074139844,False,Low
txn000377,cli0126,2024-05-31 09:38:00,-732.09,EUR,1.0,-732.09,interets,pea,bordeaux-meriadeck,Debit,Complete,514.0,Risque,44119.89,0.0,0,0,0,2024,5,2,4,-732.09,0.0,False,High
txn000263,cli0045,2023-09-18 22:45:00,-1946.08,EUR,1.0,-1946.08,virement,compte epargne,bordeaux-meriadeck,Debit,Complete,704.0,Standard,23004.0,0.0,0,0,0,2023,9,3,0,-1946.08,0.0,False,Low
txn001865,cli0003,2023-10-04 00:03:00,-947.08,EUR,1.0,-947.08,virement international,pea,lyon-part-dieu,Debit,Rejete,587.0,Standard,28197.98,0.0,0,0,0,2023,10,4,2,-947.08,0.0,False,Medium
txn001926,cli0100,2022-01-20 06:12:00,1123.74,EUR,1.0,1123.74,prelevement,assurance vie,lille-grand-place,Credit,En attente,656.0,Standard,7911.38,0.0,0,0,0,2022,1,1,3,1123.74,0.0,False,Medium
txn000670,cli0058,2024-05-10 17:28:00,-982.91,EUR,1.0,-982.91,virement,pea,marseille-vieux-port,Debit,Complete,704.0,Standard,28633.8,0.0,0,0,0,2024,5,2,4,-982.91,0.0,False,Low
txn001203,cli0121,2023-05-26 03:42:00,473.79,USD,1.08,438.69,paiement cb,livret a,marseille-vieux-port,Credit,Complete,818.0,Premium,6866.38,0.0,0,0,0,2023,5,2,4,438.69444444444446,-0.00444444444445935,False,Low
txn001047,cli0130,2022-01-24 15:41:00,-2881.77,USD,1.08,-2668.31,remboursement credit,compte courant,lyon-part-dieu,Debit,Complete,586.0,Nan,13006.59,0.0,0,0,0,2022,1,1,0,-2668.305555555555,-0.004444444444743567,False,Medium
txn000367,cli0066,2022-07-17 14:47:00,-1037.24,GBP,0.86,-1206.09,interets,assurance vie,nice-massena,Debit,Complete,656.0,Standard,20646.87,0.0,0,0,0,2022,7,3,6,-1206.093023255814,0.003023255814014192,False,Medium
txn000013,cli0075,2023-08-03 22:55:00,1389.39,EUR,1.0,1389.39,virement,assurance vie,nice-massena,Credit,Complete,647.0,Standard,31290.39,0.0,0,0,0,2023,8,3,3,1389.39,0.0,False,Medium
txn000130,cli0076,2024-04-10 13:32:00,-177.4,EUR,1.0,-177.4,retrait dab,livret a,lyon-part-dieu,Debit,Complete,326.0,Risque,7116.53,0.0,0,1,1,2024,4,2,2,-177.4,0.0,False,High
txn000682,cli0011,2022-01-08 20:14:00,-2095.0,EUR,1.0,-2095.0,interets,credit consommation,bordeaux-meriadeck,Debit,Complete,672.0,Standard,36755.85,0.0,0,0,0,2022,1,1,5,-2095.0,0.0,False,Medium
txn000510,cli0050,2023-02-19 10:08:00,450.34,MAD,10.85,41.51,virement international,assurance vie,lyon-part-dieu,Credit,Complete,666.0,Standard,42597.4,0.0,0,0,0,2023,2,1,6,41.505990783410134,0.004009216589864195,False,Medium
txn001138,cli0032,2023-12-01 08:02:00,1175.43,EUR,1.0,1175.43,interets,livret a,paris-centre,Credit,Complete,621.0,Standard,21352.94,0.0,0,0,0,2023,12,4,4,1175.43,0.0,False,Medium
txn001195,cli0100,2023-10-30 21:25:00,-442.69,EUR,1.0,-442.69,interets,credit consommation,lille-grand-place,Debit,Complete,656.0,Standard,9629.16,0.0,0,0,0,2023,10,4,0,-442.69,0.0,False,Medium
txn001373,cli0049,2022-05-02 13:13:00,-1859.11,EUR,1.0,-1859.11,interets,assurance vie,lyon-part-dieu,Debit,Complete,593.0,Standard,20285.58,0.0,0,0,0,2022,5,2,0,-1859.11,0.0,False,Medium
txn001806,cli0092,2023-06-19 18:12:00,2485.13,EUR,1.0,2485.13,remboursement credit,assurance vie,nantes-commerce,Credit,Complete,717.0,Standard,28517.16,0.0,0,0,0,2023,6,2,0,2485.13,0.0,False,Low
txn001640,cli0084,2023-09-26 23:01:00,2014.94,EUR,1.0,2014.94,prelevement,credit consommation,marseille-vieux-port,Credit,Complete,684.0,Standard,4258.4,0.0,0,0,0,2023,9,3,1,2014.94,0.0,False,Medium
txn000654,cli0106,2022-09-05 01:12:00,2069.06,EUR,1.0,2069.06,virement international,credit consommation,nantes-commerce,Credit,Complete,652.0,Standard,37644.26,0.0,0,0,0,2022,9,3,0,2069.06,0.0,False,Medium
txn000598,cli0033,2023-07-30 23:23:00,-2782.4,GBP,0.86,-3235.35,interets,assurance vie,lyon-part-dieu,Debit,Complete,584.0,Standard,38102.04,0.0,0,0,0,2023,7,3,6,-3235.3488372093025,-0.0011627906974354119,False,Medium
txn000958,cli0071,2023-08-29 10:36:00,1214.07,MAD,10.85,111.9,prelevement,pea,paris-centre,Credit,Complete,797.0,Premium,12600.61,0.0,0,0,0,2023,8,3,1,111.89585253456221,0.004147465437796427,False,Low
txn000373,cli0022,2023-05-22 23:18:00,-1357.32,EUR,1.0,-1357.32,remboursement credit,credit immobilier,toulouse-capitole,Debit,Complete,643.0,Premium,33211.1,0.0,0,0,0,2023,5,2,0,-1357.32,0.0,False,Medium
txn000039,cli0076,2024-08-17 02:09:00,-6082.38,GBP,0.86,-7072.53,virement international,compte epargne,lyon-part-dieu,Debit,Rejete,326.0,Risque,40248.92,0.0,1,1,1,2024,8,3,5,-7072.53488372093,0.004883720930592972,False,High
txn001740,cli0053,2024-03-16 11:33:00,-2135.59,EUR,1.0,-2135.59,interets,pea,paris-centre,Debit,Complete,605.0,Standard,31437.42,0.0,0,0,0,2024,3,1,5,-2135.59,0.0,False,Medium
txn001420,cli0095,2024-10-22 16:11:00,-418.6,EUR,1.0,-418.6,retrait dab,credit immobilier,nantes-commerce,Debit,Complete,668.0,Standard,41604.49,0.0,0,0,0,2024,10,4,1,-418.6,0.0,False,Medium
txn000077,cli0047,2022-03-31 13:23:00,-2045.27,USD,1.08,-1893.77,depot especes,credit auto,bordeaux-meriadeck,Debit,Complete,397.0,Risque,37644.32,0.0,0,1,1,2022,3,1,3,-1893.7685185185185,-0.0014814814815053978,False,High
txn001402,cli0135,2023-11-12 17:08:00,-2492.92,EUR,1.0,-2492.92,prelevement,credit auto,nantes-commerce,Debit,Complete,593.0,Standard,10344.49,0.0,0,0,0,2023,11,4,6,-2492.92,0.0,False,Medium
txn000994,cli0098,2023-11-14 11:49:00,-2309.74,USD,1.08,-2138.65,prelevement,compte courant,bordeaux-meriadeck,Debit,Complete,580.0,Standard,18168.68,0.0,0,0,0,2023,11,4,1,-2138.648148148148,-0.0018518518522796512,False,Medium
txn001959,cli0130,2022-01-06 13:47:00,-1510.73,EUR,1.0,-1510.73,remboursement credit,compte epargne,bordeaux-meriadeck,Debit,Complete,586.0,Standard,1182.85,0.0,0,0,0,2022,1,1,3,-1510.73,0.0,False,Medium
txn000302,cli0081,2023-08-19 21:22:00,-462.17,EUR,1.0,-462.17,retrait dab,credit immobilier,toulouse-capitole,Debit,Complete,617.0,Standard,34746.17,0.0,0,0,0,2023,8,3,5,-462.17,0.0,False,Medium
txn001276,cli0088,2024-06-29 22:58:00,-392.46,EUR,1.0,-392.46,interets,credit immobilier,bordeaux-meriadeck,Debit,Complete,413.0,Risque,47338.95,0.0,0,1,1,2024,6,2,5,-392.46,0.0,False,High
txn001895,cli0084,2023-08-11 21:55:00,-7159.58,EUR,1.0,-7159.58,virement international,compte courant,marseille-vieux-port,Debit,Complete,684.0,Standard,30120.59,0.0,1,0,1,2023,8,3,4,-7159.58,0.0,False,Medium
txn001214,cli0118,2022-08-05 19:07:00,-638.1,USD,1.08,-590.83,virement international,livret a,lille-grand-place,Debit,Complete,641.0,Standard,35940.89,0.0,0,0,0,2022,8,3,4,-590.8333333333334,0.0033333333333303017,False,Medium
txn000215,cli0082,2024-02-03 03:32:00,-343.2,GBP,0.86,-399.07,paiement cb,credit consommation,paris-centre,Debit,Complete,813.0,Premium,49072.55,0.0,0,0,0,2024,2,1,5,-399.06976744186045,-0.0002325581395439258,False,Low
txn001050,cli0117,2023-07-31 01:07:00,-2610.3,EUR,1.0,-2610.3,remboursement credit,compte courant,lille-grand-place,Debit,En attente,643.0,Standard,34350.74,0.0,0,0,0,2023,7,3,0,-2610.3,0.0,False,Medium
txn000339,cli0121,2024-04-21 19:09:00,2394.12,EUR,1.0,2394.12,interets,credit immobilier,marseille-vieux-port,Credit,Complete,818.0,Premium,25589.16,0.0,0,0,0,2024,4,2,6,2394.12,0.0,False,Low
txn000259,cli0146,2023-02-16 01:15:00,-147.56,EUR,1.0,-147.56,virement,pea,toulouse-capitole,Debit,Complete,583.0,Standard,13771.48,0.0,0,0,0,2023,2,1,3,-147.56,0.0,False,Medium
txn001231,cli0064,2022-02-09 10:32:00,-2648.15,EUR,1.0,-2648.15,interets,credit immobilier,lille-grand-place,Debit,Complete,800.0,Premium,4157.25,0.0,0,0,0,2022,2,1,2,-2648.15,0.0,False,Low
txn001254,cli0053,2022-03-04 15:11:00,-92.31,CHF,0.97,-95.16,prelevement,credit consommation,paris-centre,Debit,Complete,605.0,Standard,44333.36,0.0,0,0,0,2022,3,1,4,-95.16494845360825,0.004948453608250247,False,Medium
txn001493,cli0143,2023-10-27 18:32:00,1275.76,EUR,1.0,1275.76,remboursement credit,credit auto,lyon-part-dieu,Credit,Complete,782.0,Premium,43143.37,0.0,0,0,0,2023,10,4,4,1275.76,0.0,False,Low
txn001630,cli0052,2022-05-26 13:37:00,-976.03,EUR,1.0,-976.03,virement,credit auto,bordeaux-meriadeck,Debit,Complete,838.0,Premium,35062.99,0.0,0,0,0,2022,5,2,3,-976.03,0.0,False,Low
txn000681,cli0122,2023-11-10 18:36:00,2891.04,EUR,1.0,2891.04,interets,compte epargne,nantes-commerce,Credit,Complete,824.0,Premium,5331.91,0.0,0,0,0,2023,11,4,4,2891.04,0.0,False,Low
txn000424,cli0060,2024-01-06 02:44:00,-394.32,USD,1.08,-365.11,retrait dab,credit auto,marseille-vieux-port,Debit,Complete,842.0,Premium,18760.57,0.0,0,0,0,2024,1,1,5,-365.1111111111111,0.001111111111072205,False,Low
txn001435,cli0088,2024-05-30 16:35:00,1630.55,EUR,1.0,1630.55,virement international,credit auto,bordeaux-meriadeck,Credit,Complete,413.0,Risque,24314.98,0.0,0,1,1,2024,5,2,3,1630.55,0.0,False,High
txn000101,cli0023,2024-09-07 16:26:00,0.0,EUR,1.0,2319.04,prelevement,livret a,marseille-vieux-port,Credit,Complete,636.0,Standard,15919.68,0.0,0,0,0,2024,9,3,5,0.0,2319.04,True,Medium
txn000309,cli0031,2023-07-26 17:16:00,433.7,EUR,1.0,433.7,remboursement credit,assurance vie,bordeaux-meriadeck,Credit,Complete,559.0,Risque,23369.93,0.0,0,0,0,2023,7,3,2,433.7,0.0,False,High
txn000777,cli0093,2022-10-27 07:17:00,-276.93,USD,1.08,-256.42,virement international,credit consommation,marseille-vieux-port,Debit,Complete,786.0,Nan,5339.64,0.0,0,0,0,2022,10,4,3,-256.41666666666663,-0.003333333333387145,False,Low
txn000629,cli0094,2022-09-09 06:28:00,7763.17,GBP,0.86,9026.94,virement international,compte courant,paris-centre,Credit,Complete,435.0,Risque,40476.35,0.0,1,0,1,2022,9,3,4,9026.941860465116,-0.001860465115896659,False,High
txn000655,cli0099,2023-10-14 14:35:00,-1250.88,EUR,1.0,-1250.88,prelevement,compte epargne,nantes-commerce,Debit,Complete,643.0,Standard,45695.38,0.0,0,0,0,2023,10,4,5,-1250.88,0.0,False,Medium
txn001522,cli0023,2024-04-04 03:08:00,-2744.19,EUR,1.0,-2744.19,prelevement,compte courant,marseille-vieux-port,Debit,Complete,636.0,Standard,36177.67,0.0,0,0,0,2024,4,2,3,-2744.19,0.0,False,Medium
txn001791,cli0095,2024-12-06 03:54:00,-1979.86,EUR,1.0,-1979.86,depot especes,livret a,nantes-commerce,Debit,Complete,668.0,Standard,23407.74,0.0,0,0,0,2024,12,4,4,-1979.86,0.0,False,Medium
txn001551,cli0132,2022-12-18 03:05:00,1261.69,GBP,0.86,1467.08,interets,compte courant,bordeaux-meriadeck,Credit,Complete,663.0,Nan,33055.96,0.0,0,0,0,2022,12,4,6,1467.0813953488373,-0.0013953488373772416,False,Medium
txn001301,cli0001,2024-06-10 18:55:00,-307.86,USD,1.08,-285.06,retrait dab,credit consommation,lille-grand-place,Debit,Complete,586.0,Standard,42379.38,0.0,0,0,0,2024,6,2,0,-285.05555555555554,-0.00444444444445935,False,Medium
txn000482,cli0091,2023-07-13 10:17:00,-837.91,EUR,1.0,-837.91,remboursement credit,compte epargne,nantes-commerce,Debit,Complete,442.0,Risque,33797.03,0.0,0,0,0,2023,7,3,3,-837.91,0.0,False,High
txn001569,cli0071,2024-05-02 12:54:00,236.38,USD,1.08,218.87,virement,credit auto,paris-centre,Credit,En attente,797.0,Premium,46574.76,0.0,0,0,0,2024,5,2,3,218.87037037037035,-0.00037037037034792775,False,Low
txn000038,cli0052,2024-01-20 16:32:00,2744.79,USD,1.08,2541.47,depot especes,assurance vie,bordeaux-meriadeck,Credit,En attente,838.0,Premium,47214.97,0.0,0,0,0,2024,1,1,5,2541.472222222222,-0.0022222222223717836,False,Low
txn001309,cli0072,2023-10-01 05:33:00,247.0,EUR,1.0,247.0,depot especes,compte courant,marseille-vieux-port,Credit,Complete,606.0,Standard,39176.73,0.0,0,0,0,2023,10,4,6,247.0,0.0,False,Medium
txn001970,cli0103,2023-07-16 15:20:00,495.88,CHF,0.97,511.22,depot especes,compte epargne,paris-centre,Credit,Complete,683.0,Standard,5233.99,0.0,0,0,0,2023,7,3,6,511.21649484536084,0.003505154639185548,False,Medium
txn001358,cli0072,2022-07-08 11:11:00,-1194.25,EUR,1.0,-1194.25,prelevement,assurance vie,marseille-vieux-port,Debit,Complete,606.0,Standard,45554.9,0.0,0,0,0,2022,7,3,4,-1194.25,0.0,False,Medium
txn001239,cli0009,2022-03-22 16:03:00,366.93,EUR,1.0,366.93,paiement cb,credit auto,nice-massena,Credit,Complete,591.0,Standard,3487.94,0.0,0,0,0,2022,3,1,1,366.93,0.0,False,Medium
txn000549,cli0025,2023-02-25 18:57:00,640.07,CHF,0.97,659.87,prelevement,compte courant,lyon-part-dieu,Credit,Complete,688.0,Standard,42308.49,0.0,0,0,0,2023,2,1,5,659.8659793814434,0.004020618556637601,False,Medium
txn000129,cli0130,2022-08-19 10:10:00,2206.8,EUR,1.0,2206.8,interets,credit immobilier,lyon-part-dieu,Credit,Complete,586.0,Standard,16921.9,0.0,0,0,0,2022,8,3,4,2206.8,0.0,False,Medium
txn001423,cli0032,2023-02-11 07:37:00,319.69,EUR,1.0,319.69,virement,credit auto,paris-centre,Credit,Complete,621.0,Standard,20309.23,0.0,0,0,0,2023,2,1,5,319.69,0.0,False,Medium
txn000601,cli0127,2024-09-20 14:31:00,381.85,EUR,1.0,381.85,virement,credit immobilier,nice-massena,Credit,Complete,691.0,Standard,4769.54,0.0,0,0,0,2024,9,3,4,381.85,0.0,False,Medium
txn001659,cli0117,2024-07-12 10:54:00,-4611.63,USD,1.08,-4270.03,virement international,credit immobilier,lille-grand-place,Debit,Complete,643.0,Standard,29720.48,0.0,0,0,0,2024,7,3,4,-4270.027777777777,-0.0022222222223717836,False,Medium
txn000658,cli0011,2023-08-16 20:10:00,51.6,GBP,0.86,60.0,virement,credit auto,bordeaux-meriadeck,Credit,Complete,672.0,Standard,12619.36,0.0,0,0,0,2023,8,3,2,60.0,0.0,False,Medium
txn000041,cli0096,2024-08-23 00:39:00,2658.49,USD,1.08,2461.56,prelevement,credit consommation,lyon-part-dieu,Credit,Complete,710.0,Standard,31806.66,0.0,0,0,0,2024,8,3,4,2461.5648148148143,-0.004814814814380952,False,Low
txn000855,cli0110,2023-09-01 05:12:00,-2924.35,MAD,10.85,-269.53,virement international,credit auto,toulouse-capitole,Debit,Complete,629.0,Standard,39214.48,0.0,0,0,0,2023,9,3,4,-269.5253456221198,-0.004654377880171978,False,Medium
